campaign_member_id,person_record_id,entity_type,campaign_id,campaign_name,campaign_type,member_status,is_responded,response_date,is_automated,is_active,scoring_person_id
CM000688,L00065,Lead,CAM0040,Webinar Campaign 040,Webinar,Sent,False,2023-12-16,True,True,C00094
CM000689,L00065,Lead,CAM0029,Webinar Campaign 029,Webinar,Registered,True,2024-02-17,False,True,C00094
CM000690,L00065,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-11-26,True,True,C00094
CM000691,L00065,Lead,CAM0023,Webinar Campaign 023,Webinar,Sent,False,2024-04-25,True,True,C00094
CM000692,L00065,Lead,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-07,True,True,C00094
CM000693,L00065,Lead,CAM0049,Webinar Campaign 049,Webinar,Sent,False,2025-10-31,True,True,C00094
CM000694,L00065,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-06-17,True,True,C00094
CM000695,L00544,Lead,CAM0056,Webinar Campaign 056,Webinar,No Show,True,2026-04-22,False,True,C00043
CM000696,L00544,Lead,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-17,False,True,C00043
CM000697,L00544,Lead,CAM0055,Advertisement Campaign 055,Advertisement,Clicked,True,2025-10-14,False,True,C00043
CM000698,L00089,Lead,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-28,False,True,L00089
CM000699,L00074,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-04-25,False,True,L00074
CM000700,L00074,Lead,CAM0035,Event Campaign 035,Event,No Show,True,2024-12-20,False,True,L00074
CM000701,L00445,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-09-19,True,True,C00253
CM000702,L00445,Lead,CAM0051,Webinar Campaign 051,Webinar,Sent,False,2025-03-25,True,True,C00253
CM000703,L00445,Lead,CAM0023,Webinar Campaign 023,Webinar,Sent,False,2024-04-26,True,True,C00253
CM000704,L00445,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2025-01-16,True,True,C00253
CM000705,L00445,Lead,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-24,True,True,C00253
CM000706,L00445,Lead,CAM0032,Webinar Campaign 032,Webinar,Sent,False,2023-05-19,True,True,C00253
CM000707,L00445,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-14,True,True,C00253
CM000708,L00445,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-08,True,False,C00253
CM000709,L00445,Lead,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-10-01,True,True,C00253
CM000710,L00445,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-11-14,True,True,C00253
CM000711,L00445,Lead,CAM0004,Advertisement Campaign 004,Advertisement,Sent,False,2023-12-04,False,True,C00253
CM000712,L00445,Lead,CAM0008,Email Campaign 008,Email,Sent,False,2023-05-16,True,True,C00253
CM000713,L00445,Lead,CAM0014,Content Syndication Campaign 014,Content Syndication,Sent,False,2024-11-03,True,False,C00253
CM000714,L00445,Lead,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-06,True,True,C00253
CM000715,L00445,Lead,CAM0017,Content Syndication Campaign 017,Content Syndication,Sent,False,2023-11-25,True,True,C00253
CM000716,L00253,Lead,CAM0010,Content Syndication Campaign 010,Content Syndication,Clicked,True,2024-04-18,False,True,L00253
CM000717,L00253,Lead,CAM0026,Telemarketing Campaign 026,Telemarketing,Clicked,True,2023-12-19,False,True,L00253
CM000718,L00253,Lead,CAM0056,Webinar Campaign 056,Webinar,Registered,True,2026-04-29,False,True,L00253
CM000719,L00253,Lead,CAM0037,Email Campaign 037,Email,Clicked,True,2024-03-19,False,False,L00253
CM000720,L00253,Lead,CAM0049,Webinar Campaign 049,Webinar,Registered,True,2025-10-14,False,True,L00253
CM000721,L00173,Lead,CAM0060,Event Campaign 060,Event,No Show,True,2026-05-02,False,True,C00181
CM000722,L00173,Lead,CAM0058,Webinar Campaign 058,Webinar,Registered,True,2026-05-17,False,True,C00181
CM000723,L00173,Lead,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-04-02,False,True,C00181
CM000724,L00173,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-20,False,True,C00181
CM000725,L00173,Lead,CAM0037,Email Campaign 037,Email,Clicked,True,2024-03-31,False,True,C00181
CM000726,L00173,Lead,CAM0003,Event Campaign 003,Event,No Show,True,2023-10-31,False,True,C00181
CM000727,C00171,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-04-14,False,True,C00171
CM000728,C00171,Contact,CAM0012,Telemarketing Campaign 012,Telemarketing,Responded,True,2023-11-01,False,True,C00171
CM000729,C00171,Contact,CAM0051,Webinar Campaign 051,Webinar,Registered,True,2025-03-15,False,True,C00171
CM000730,L00540,Lead,CAM0056,Webinar Campaign 056,Webinar,Registered,True,2026-05-05,False,True,L00540
CM000731,L00540,Lead,CAM0052,Advertisement Campaign 052,Advertisement,Clicked,True,2025-04-26,False,False,L00540
CM000732,L00540,Lead,CAM0034,Webinar Campaign 034,Webinar,Registered,True,2024-05-23,False,True,L00540
CM000733,C00255,Contact,CAM0060,Event Campaign 060,Event,Registered,True,2026-05-06,False,False,C00255
CM000734,C00255,Contact,CAM0048,Event Campaign 048,Event,Attended,True,2025-07-28,False,False,C00255
CM000735,C00330,Contact,CAM0008,Email Campaign 008,Email,Clicked,True,2023-05-12,False,True,C00330
CM000736,C00330,Contact,CAM0058,Webinar Campaign 058,Webinar,Attended,True,2026-05-23,False,True,C00330
CM000737,C00330,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-29,False,True,C00330
CM000738,C00246,Contact,CAM0019,Webinar Campaign 019,Webinar,Registered,True,2024-07-01,False,True,C00246
CM000739,C00346,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Responded,True,2023-02-28,False,True,C00346
CM000740,C00264,Contact,CAM0050,Webinar Campaign 050,Webinar,Registered,True,2025-09-05,False,True,C00264
CM000741,C00264,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-04-30,False,True,C00264
CM000742,L00186,Lead,CAM0002,Telemarketing Campaign 002,Telemarketing,Responded,True,2023-02-27,False,True,C00288
CM000743,L00186,Lead,CAM0060,Event Campaign 060,Event,Attended,True,2026-04-27,False,True,C00288
CM000744,C00273,Contact,CAM0037,Email Campaign 037,Email,Responded,True,2024-03-07,False,True,C00273
CM000745,C00257,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-04-29,False,True,C00257
CM000746,C00081,Contact,CAM0019,Webinar Campaign 019,Webinar,Attended,True,2024-06-29,False,True,C00081
CM000747,C00262,Contact,CAM0027,Advertisement Campaign 027,Advertisement,Clicked,True,2024-04-21,False,True,C00262
CM000748,C00262,Contact,CAM0018,Content Syndication Campaign 018,Content Syndication,Responded,True,2024-07-04,False,True,C00262
CM000749,C00164,Contact,CAM0018,Content Syndication Campaign 018,Content Syndication,Clicked,True,2024-07-02,False,True,C00164
CM000750,C00164,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-10-07,False,False,C00164
CM000751,C00110,Contact,CAM0060,Event Campaign 060,Event,Attended,True,2026-04-28,False,True,C00110
CM000752,C00110,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Clicked,True,2024-09-09,False,True,C00110
CM000753,L00512,Lead,CAM0050,Webinar Campaign 050,Webinar,Attended,True,2025-09-06,False,False,L00512
CM000754,L00512,Lead,CAM0010,Content Syndication Campaign 010,Content Syndication,Clicked,True,2024-05-04,False,True,L00512
CM000755,L00037,Lead,CAM0003,Event Campaign 003,Event,Attended,True,2023-10-30,False,True,L00037
CM000756,L00037,Lead,CAM0049,Webinar Campaign 049,Webinar,Registered,True,2025-10-13,False,True,L00037
CM000757,L00098,Lead,CAM0044,Event Campaign 044,Event,Attended,True,2025-10-27,False,True,L00098
CM000758,L00098,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-19,False,True,L00098
CM000759,L00098,Lead,CAM0060,Event Campaign 060,Event,Attended,True,2026-04-16,False,True,L00098
CM000760,L00098,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-22,True,True,L00098
CM000761,L00098,Lead,CAM0038,Email Campaign 038,Email,Clicked,True,2023-02-05,False,True,L00098
CM000762,C00013,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-05-02,False,True,C00013
CM000763,C00013,Contact,CAM0041,Email Campaign 041,Email,Sent,False,2025-04-19,True,True,C00013
CM000764,C00013,Contact,CAM0035,Event Campaign 035,Event,Attended,True,2025-01-18,False,True,C00013
CM000765,C00325,Contact,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-29,True,True,C00325
CM000766,C00325,Contact,CAM0019,Webinar Campaign 019,Webinar,Sent,False,2024-06-15,True,True,C00325
CM000767,C00325,Contact,CAM0025,Event Campaign 025,Event,Sent,False,2023-03-21,True,True,C00325
CM000768,C00325,Contact,CAM0041,Email Campaign 041,Email,Sent,False,2025-04-17,True,True,C00325
CM000769,C00325,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-05,True,True,C00325
CM000770,C00325,Contact,CAM0037,Email Campaign 037,Email,Clicked,True,2024-03-05,False,False,C00325
CM000771,C00325,Contact,CAM0013,Content Syndication Campaign 013,Content Syndication,Sent,False,2023-05-21,True,True,C00325
CM000772,C00325,Contact,CAM0022,Event Campaign 022,Event,Sent,False,2024-05-17,True,True,C00325
CM000773,C00325,Contact,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-19,True,False,C00325
CM000774,C00325,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-28,True,True,C00325
CM000775,C00325,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-10-08,True,True,C00325
CM000776,C00325,Contact,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-07-06,True,False,C00325
CM000777,C00325,Contact,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-08-21,True,True,C00325
CM000778,C00325,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-04-01,True,True,C00325
CM000779,C00325,Contact,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-30,True,True,C00325
CM000780,C00325,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-09-26,True,True,C00325
CM000781,C00325,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-18,True,True,C00325
CM000782,L00500,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-06-06,True,True,C00231
CM000783,L00500,Lead,CAM0020,Event Campaign 020,Event,Sent,False,2024-01-01,True,True,C00231
CM000784,L00500,Lead,CAM0057,Event Campaign 057,Event,No Show,True,2026-05-29,False,True,C00231
CM000785,L00500,Lead,CAM0057,Event Campaign 057,Event,Sent,False,2026-05-18,True,True,C00231
CM000786,L00500,Lead,CAM0031,Email Campaign 031,Email,Sent,False,2024-02-15,True,True,C00231
CM000787,L00500,Lead,CAM0013,Content Syndication Campaign 013,Content Syndication,Clicked,True,2023-05-10,False,True,C00231
CM000788,L00500,Lead,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-27,False,True,C00231
CM000789,L00500,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-11-23,True,True,C00231
CM000790,L00500,Lead,CAM0022,Event Campaign 022,Event,Sent,False,2024-05-13,True,False,C00231
CM000791,L00500,Lead,CAM0032,Webinar Campaign 032,Webinar,Sent,False,2023-05-30,True,True,C00231
CM000792,L00160,Lead,CAM0056,Webinar Campaign 056,Webinar,Registered,True,2026-05-06,False,True,L00160
CM000793,L00160,Lead,CAM0028,Telemarketing Campaign 028,Telemarketing,Clicked,True,2024-12-18,False,True,L00160
CM000794,C00275,Contact,CAM0042,Advertisement Campaign 042,Advertisement,Sent,False,2025-12-03,False,True,C00275
CM000795,C00275,Contact,CAM0022,Event Campaign 022,Event,Sent,False,2024-04-26,True,True,C00275
CM000796,C00275,Contact,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-05-12,True,True,C00275
CM000797,C00275,Contact,CAM0022,Event Campaign 022,Event,Attended,True,2024-05-17,False,False,C00275
CM000798,C00275,Contact,CAM0045,Email Campaign 045,Email,Sent,False,2025-05-07,True,True,C00275
CM000799,C00275,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-15,True,True,C00275
CM000800,C00275,Contact,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-15,False,True,C00275
CM000801,C00275,Contact,CAM0040,Webinar Campaign 040,Webinar,Sent,False,2023-12-12,True,True,C00275
CM000802,C00275,Contact,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-10-22,True,True,C00275
CM000803,C00275,Contact,CAM0057,Event Campaign 057,Event,Registered,True,2026-05-18,False,True,C00275
CM000804,C00275,Contact,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2023-12-22,True,True,C00275
CM000805,C00275,Contact,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-21,True,True,C00275
CM000806,C00275,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-28,True,False,C00275
CM000807,C00275,Contact,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-04-19,True,True,C00275
CM000808,C00275,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-29,True,True,C00275
CM000809,C00087,Contact,CAM0051,Webinar Campaign 051,Webinar,Sent,False,2025-03-23,True,True,C00087
CM000810,C00087,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-23,True,True,C00087
CM000811,C00087,Contact,CAM0053,Email Campaign 053,Email,Sent,False,2025-06-01,True,False,C00087
CM000812,C00087,Contact,CAM0055,Advertisement Campaign 055,Advertisement,Sent,False,2025-10-17,False,True,C00087
CM000813,C00087,Contact,CAM0017,Content Syndication Campaign 017,Content Syndication,Sent,False,2023-11-04,True,True,C00087
CM000814,C00087,Contact,CAM0026,Telemarketing Campaign 026,Telemarketing,Clicked,True,2023-12-19,False,True,C00087
CM000815,C00087,Contact,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-22,True,True,C00087
CM000816,C00087,Contact,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-04-21,True,True,C00087
CM000817,C00087,Contact,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-03-16,True,False,C00087
CM000818,C00087,Contact,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-09-08,True,True,C00087
CM000819,C00087,Contact,CAM0020,Event Campaign 020,Event,Sent,False,2023-12-31,True,True,C00087
CM000820,C00087,Contact,CAM0048,Event Campaign 048,Event,Attended,True,2025-08-06,False,True,C00087
CM000821,C00087,Contact,CAM0032,Webinar Campaign 032,Webinar,Sent,False,2023-05-14,True,True,C00087
CM000822,C00087,Contact,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-09-14,False,True,C00087
CM000823,C00087,Contact,CAM0043,Webinar Campaign 043,Webinar,Sent,False,2025-10-04,True,True,C00087
CM000824,C00011,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-13,True,True,C00011
CM000825,C00011,Contact,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-27,True,True,C00011
CM000826,C00011,Contact,CAM0048,Event Campaign 048,Event,Attended,True,2025-07-21,False,True,C00011
CM000827,C00011,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-10-03,True,False,C00011
CM000828,C00011,Contact,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-22,True,True,C00011
CM000829,C00011,Contact,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-03-31,False,False,C00011
CM000830,C00011,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-16,True,True,C00011
CM000831,C00011,Contact,CAM0055,Advertisement Campaign 055,Advertisement,Sent,False,2025-10-01,True,True,C00011
CM000832,C00011,Contact,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-04-22,True,True,C00011
CM000833,C00011,Contact,CAM0045,Email Campaign 045,Email,Sent,False,2025-05-03,True,True,C00011
CM000834,C00025,Contact,CAM0058,Webinar Campaign 058,Webinar,No Show,True,2026-05-29,False,True,C00025
CM000835,C00191,Contact,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-12,True,True,C00191
CM000836,C00191,Contact,CAM0020,Event Campaign 020,Event,Sent,False,2023-12-20,True,True,C00191
CM000837,C00191,Contact,CAM0019,Webinar Campaign 019,Webinar,Sent,False,2024-07-05,True,True,C00191
CM000838,C00191,Contact,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-27,True,True,C00191
CM000839,C00191,Contact,CAM0031,Email Campaign 031,Email,Sent,False,2024-02-11,True,True,C00191
CM000840,C00191,Contact,CAM0049,Webinar Campaign 049,Webinar,No Show,True,2025-10-06,False,True,C00191
CM000841,C00191,Contact,CAM0041,Email Campaign 041,Email,Sent,False,2025-05-09,True,True,C00191
CM000842,C00191,Contact,CAM0044,Event Campaign 044,Event,Attended,True,2025-10-05,False,False,C00191
CM000843,C00191,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-17,True,True,C00191
CM000844,C00191,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-10-01,True,True,C00191
CM000845,C00191,Contact,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-07-12,True,True,C00191
CM000846,C00191,Contact,CAM0017,Content Syndication Campaign 017,Content Syndication,Sent,False,2023-11-06,True,True,C00191
CM000847,L00331,Lead,CAM0056,Webinar Campaign 056,Webinar,No Show,True,2026-04-26,False,True,L00331
CM000848,L00331,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Clicked,True,2023-11-22,False,True,L00331
CM000849,L00331,Lead,CAM0023,Webinar Campaign 023,Webinar,Registered,True,2024-05-09,False,True,L00331
CM000850,L00331,Lead,CAM0050,Webinar Campaign 050,Webinar,No Show,True,2025-09-07,False,True,L00331
CM000851,C00336,Contact,CAM0025,Event Campaign 025,Event,Attended,True,2023-03-20,False,True,C00336
CM000852,L00395,Lead,CAM0058,Webinar Campaign 058,Webinar,Registered,True,2026-05-05,False,True,C00105
CM000853,L00395,Lead,CAM0032,Webinar Campaign 032,Webinar,Registered,True,2023-05-17,False,True,C00105
CM000854,L00395,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2025-01-09,False,True,C00105
CM000855,L00300,Lead,CAM0042,Advertisement Campaign 042,Advertisement,Sent,False,2025-11-29,True,False,C00070
CM000856,L00300,Lead,CAM0043,Webinar Campaign 043,Webinar,Sent,False,2025-10-16,True,True,C00070
CM000857,L00300,Lead,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-13,True,True,C00070
CM000858,L00300,Lead,CAM0028,Telemarketing Campaign 028,Telemarketing,Sent,False,2024-11-24,True,True,C00070
CM000859,L00300,Lead,CAM0040,Webinar Campaign 040,Webinar,Sent,False,2023-12-10,True,False,C00070
CM000860,L00300,Lead,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-01,True,True,C00070
CM000861,L00300,Lead,CAM0019,Webinar Campaign 019,Webinar,No Show,True,2024-06-20,False,False,C00070
CM000862,L00300,Lead,CAM0030,Event Campaign 030,Event,Attended,True,2023-09-08,False,True,C00070
CM000863,L00300,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-05-15,True,True,C00070
CM000864,L00300,Lead,CAM0040,Webinar Campaign 040,Webinar,Sent,False,2023-12-06,True,True,C00070
CM000865,L00300,Lead,CAM0030,Event Campaign 030,Event,No Show,True,2023-09-16,False,True,C00070
CM000866,L00339,Lead,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-26,True,True,L00339
CM000867,L00339,Lead,CAM0003,Event Campaign 003,Event,Sent,False,2023-11-07,True,True,L00339
CM000868,L00339,Lead,CAM0043,Webinar Campaign 043,Webinar,Sent,False,2025-10-26,True,True,L00339
CM000869,L00339,Lead,CAM0057,Event Campaign 057,Event,Sent,False,2026-05-27,True,True,L00339
CM000870,L00339,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-06,True,False,L00339
CM000871,L00339,Lead,CAM0028,Telemarketing Campaign 028,Telemarketing,Clicked,True,2024-12-23,False,True,L00339
CM000872,L00339,Lead,CAM0009,Webinar Campaign 009,Webinar,No Show,True,2024-08-16,False,True,L00339
CM000873,L00339,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-06-03,True,False,L00339
CM000874,L00339,Lead,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-28,True,True,L00339
CM000875,L00399,Lead,CAM0058,Webinar Campaign 058,Webinar,Registered,True,2026-05-24,False,True,L00399
CM000876,L00399,Lead,CAM0003,Event Campaign 003,Event,Attended,True,2023-11-02,False,True,L00399
CM000877,L00399,Lead,CAM0030,Event Campaign 030,Event,Attended,True,2023-09-24,False,True,L00399
CM000878,L00346,Lead,CAM0011,Webinar Campaign 011,Webinar,Registered,True,2024-01-05,False,True,L00346
CM000879,L00346,Lead,CAM0026,Telemarketing Campaign 026,Telemarketing,Responded,True,2023-12-19,False,False,L00346
CM000880,L00346,Lead,CAM0046,Webinar Campaign 046,Webinar,Attended,True,2026-01-14,False,True,L00346
CM000881,L00346,Lead,CAM0011,Webinar Campaign 011,Webinar,No Show,True,2024-01-26,False,False,L00346
CM000882,C00384,Contact,CAM0003,Event Campaign 003,Event,Sent,False,2023-11-03,True,True,C00384
CM000883,C00384,Contact,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-03-26,True,True,C00384
CM000884,C00384,Contact,CAM0010,Content Syndication Campaign 010,Content Syndication,Sent,False,2024-04-19,True,True,C00384
CM000885,C00384,Contact,CAM0003,Event Campaign 003,Event,Sent,False,2023-11-13,True,False,C00384
CM000886,C00384,Contact,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-05-23,True,True,C00384
CM000887,C00384,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-29,True,True,C00384
CM000888,C00384,Contact,CAM0035,Event Campaign 035,Event,Sent,False,2025-01-04,True,False,C00384
CM000889,C00384,Contact,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2023-12-16,True,True,C00384
CM000890,C00384,Contact,CAM0048,Event Campaign 048,Event,Sent,False,2025-08-04,True,True,C00384
CM000891,C00384,Contact,CAM0030,Event Campaign 030,Event,Sent,False,2023-09-24,True,True,C00384
CM000892,L00080,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Clicked,True,2024-03-26,False,True,L00080
CM000893,L00080,Lead,CAM0022,Event Campaign 022,Event,Registered,True,2024-05-09,False,True,L00080
CM000894,L00103,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-05-11,False,True,C00055
CM000895,L00103,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Clicked,True,2025-01-09,False,False,C00055
CM000896,L00508,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-04-17,False,True,L00508
CM000897,L00508,Lead,CAM0034,Webinar Campaign 034,Webinar,Registered,True,2024-05-25,False,True,L00508
CM000898,L00430,Lead,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2023-12-23,False,True,L00430
CM000899,L00430,Lead,CAM0052,Advertisement Campaign 052,Advertisement,Clicked,True,2025-04-23,False,True,L00430
CM000900,L00430,Lead,CAM0010,Content Syndication Campaign 010,Content Syndication,Responded,True,2024-04-13,False,True,L00430
CM000901,L00430,Lead,CAM0023,Webinar Campaign 023,Webinar,Registered,True,2024-05-07,False,True,L00430
CM000902,C00132,Contact,CAM0032,Webinar Campaign 032,Webinar,Registered,True,2023-06-04,False,True,C00132
CM000903,C00132,Contact,CAM0011,Webinar Campaign 011,Webinar,No Show,True,2024-01-26,False,True,C00132
CM000904,L00256,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-04-14,False,True,L00256
CM000905,L00256,Lead,CAM0047,Advertisement Campaign 047,Advertisement,Clicked,True,2025-06-28,False,False,L00256
CM000906,L00256,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2024-12-23,False,True,L00256
CM000907,L00212,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-05-09,False,True,L00212
CM000908,L00212,Lead,CAM0048,Event Campaign 048,Event,Attended,True,2025-07-20,False,True,L00212
CM000909,L00468,Lead,CAM0057,Event Campaign 057,Event,Attended,True,2026-05-11,False,True,C00172
CM000910,L00262,Lead,CAM0058,Webinar Campaign 058,Webinar,Attended,True,2026-05-24,False,True,L00262
CM000911,L00262,Lead,CAM0053,Email Campaign 053,Email,Clicked,True,2025-05-16,False,True,L00262
CM000912,L00262,Lead,CAM0036,Advertisement Campaign 036,Advertisement,Clicked,True,2024-10-08,False,True,L00262
CM000913,C00128,Contact,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-04-22,False,True,C00128
CM000914,C00128,Contact,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2023-12-16,True,True,C00128
CM000915,C00128,Contact,CAM0025,Event Campaign 025,Event,Sent,False,2023-03-08,True,True,C00128
CM000916,C00128,Contact,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-09,True,True,C00128
CM000917,C00128,Contact,CAM0022,Event Campaign 022,Event,Registered,True,2024-05-08,False,True,C00128
CM000918,C00128,Contact,CAM0023,Webinar Campaign 023,Webinar,Sent,False,2024-05-22,True,True,C00128
CM000919,C00128,Contact,CAM0045,Email Campaign 045,Email,Sent,False,2025-04-20,True,True,C00128
CM000920,C00128,Contact,CAM0050,Webinar Campaign 050,Webinar,Sent,False,2025-09-15,True,True,C00128
CM000921,C00128,Contact,CAM0029,Webinar Campaign 029,Webinar,Sent,False,2024-01-25,True,True,C00128
CM000922,C00128,Contact,CAM0021,Advertisement Campaign 021,Advertisement,Clicked,True,2023-08-25,False,False,C00128
CM000923,C00128,Contact,CAM0028,Telemarketing Campaign 028,Telemarketing,Sent,False,2024-11-30,True,True,C00128
CM000924,C00128,Contact,CAM0011,Webinar Campaign 011,Webinar,Sent,False,2024-01-03,True,True,C00128
CM000925,C00128,Contact,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-07,True,True,C00128
CM000926,C00128,Contact,CAM0014,Content Syndication Campaign 014,Content Syndication,Sent,False,2024-11-25,True,True,C00128
CM000927,C00128,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-19,True,True,C00128
CM000928,L00582,Lead,CAM0056,Webinar Campaign 056,Webinar,No Show,True,2026-04-28,False,True,C00001
CM000929,C00259,Contact,CAM0046,Webinar Campaign 046,Webinar,Registered,True,2026-01-19,False,False,C00259
CM000930,C00259,Contact,CAM0001,Email Campaign 001,Email,Sent,False,2024-10-23,True,True,C00259
CM000931,C00259,Contact,CAM0043,Webinar Campaign 043,Webinar,Registered,True,2025-10-17,False,True,C00259
CM000932,C00388,Contact,CAM0060,Event Campaign 060,Event,Registered,True,2026-05-13,False,False,C00388
CM000933,L00423,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-05-05,True,True,L00423
CM000934,C00222,Contact,CAM0060,Event Campaign 060,Event,No Show,True,2026-05-12,False,True,C00222
CM000935,C00222,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Sent,False,2026-04-14,True,True,C00222
